"","salinity","temperature","oxygen","fluo"
"785124",33.388,13.006,6.54,0.371067862271736
"785126",33.369,13.02,6.47,0.376576957056512
"785128",33.362,13.019,6.45,0.307496037913213
"785130",33.369,13.012,6.47,0.330413773349191
"785133",33.476,12.935,6.44,0.318063334962762
"785135",33.618,12.859,6.38,0.348304863048161
"785137",33.898,12.734,6.34,0.309630167425899
"785140",33.772,12.807,6.43,0.324282455297693
"785143",33.679,12.867,6.52,0.397940008672038
"785146",33.656,12.898,6.56,0.342422680822206
"785148",33.628,12.956,6.58,0.350248018334163
"785151",33.579,13.074,6.61,0.354108439147401
"785153",33.621,13.051,6.61,0.385606273598312
"785156",33.626,13.122,6.62,0.281033367247728
"785158",33.823,12.876,6.48,0.217483944213906
"785161",33.822,12.875,6.53,0.2405492482826
"785163",34.019,12.752,6.5,0.372912002970107
"785165",34.017,12.762,6.43,0.255272505103306
"785169",34.171,12.704,6.38,0.262451089730429
"785171",34.189,12.806,6.4,0.225309281725863
"785173",33.357,13.433,6.62,0.238046103128795
"785175",32.554,13.951,6.69,0.222716471147583
"785178",32.771,13.863,6.55,0.201397124320451
"785181",32.697,13.83,6.5,0.184691430817599
"785184",32.447,13.915,6.5,0.305351369446624
"785186",32.62,13.83,6.56,0.501059262217751
"785188",32.687,13.947,6.59,0.440909082065218
"785190",32.792,13.873,6.6,0.434568904034199
"785193",32.793,13.915,6.69,0.532754378992498
"785196",32.873,13.885,6.77,0.653212513775344
"785198",32.594,14.025,6.8,0.489958479424835
"785200",32.561,14.073,6.88,0.510545010206612
"785203",33.214,13.516,6.67,0.517195897949974
"785207",33.161,13.529,6.64,0.344392273685111
"785209",32.991,13.721,6.8,0.294466226161593
"785211",33.072,13.637,6.66,0.342422680822206
"785213",33.099,13.509,6.65,0.363611979892144
"785215",33.077,13.49,6.62,0.338456493604605
"785217",33.173,13.487,6.71,0.363611979892144
"785219",33.318,13.279,6.75,0.404833716619938
"785221",33.3,13.358,6.81,0.397940008672038
"785223",33.586,13.179,6.65,0.460897842756548
"785225",33.872,12.904,6.53,0.334453751150931
"785227",33.845,12.897,6.58,0.296665190261531
"785229",33.618,13.113,6.69,0.426511261364575
"785232",33.904,12.817,6.48,0.469822015978163
"785234",33.911,12.847,6.55,0.301029995663981
"785236",33.779,12.96,6.61,0.271841606536499
"785238",34.251,12.6,6.28,0.294466226161593
"785241",34.129,12.674,6.35,0.324282455297693
"785244",34.266,12.599,6.31,0.330413773349191
"785248",34.353,12.516,6.27,0.269512944217916
"785250",34.321,12.565,6.29,0.392696953259666
"785252",34.338,12.587,6.28,0.390935107103379
"785254",34.275,12.533,6.28,0.324282455297693
"785257",34.33,12.598,6.27,0.309630167425899
"785261",34.272,12.583,6.25,0.453318340047038
"785263",33.662,12.979,6.54,0.509202522331103
"785265",33.391,13.277,6.5,0.285557309007774
"785267",33.453,13.199,6.45,0.326335860928751
"785270",33.453,13.167,6.37,0.318063334962762
"785272",33.267,13.261,6.42,0.389166084364532
"785275",33.305,13.286,6.44,0.494154594018443
"785277",33.346,13.233,6.38,0.531478917042255
"785279",33.265,13.273,6.47,0.460897842756548
"785281",33.172,13.313,6.46,0.577491799837225
"785283",33.213,13.298,6.51,0.403120521175818
"785285",33.267,13.26,6.52,0.352182518111362
"785287",33.141,13.267,6.53,0.326335860928751
"785290",33.312,13.175,6.6,0.227886704613674
"785292",33.416,13.153,6.4,0.326335860928751
"785294",33.298,13.212,6.32,0.230448921378274
"785296",33.347,13.213,6.32,0.214843848047698
"785298",33.506,13.141,6.37,0.214843848047698
"785300",33.398,13.171,6.34,0.2405492482826
"785302",33.556,13.072,6.36,0.28330122870355
"785304",33.696,12.998,6.39,0.301029995663981
"785308",33.869,12.897,6.41,0.357934847000454
"785310",33.917,12.843,6.43,0.271841606536499
"785312",33.942,12.813,6.48,0.2405492482826
"785314",33.893,12.866,6.51,0.269512944217916
"785316",33.9,12.839,6.48,0.278753600952829
"785319",34.221,12.629,6.36,0.328379603438738
"785321",34.326,12.562,6.33,0.340444114840118
"785323",34.476,12.473,6.31,0.330413773349191
"785326",34.448,12.478,6.34,0.382017042574868
"785328",34.387,12.537,6.34,0.387389826338729
"785331",34.401,12.519,6.34,0.305351369446624
"785333",34.431,12.536,6.32,0.281033367247728
"785335",34.501,12.456,6.3,0.385606273598312
"785338",34.527,12.441,6.33,0.267171728403014
"785341",34.449,12.517,6.35,0.14921911265538
"785343",34.43,12.544,6.38,0.178976947293169
"785347",34.38,12.66,6.46,0.260071387985075
"785349",34.47,12.594,6.43,0.230448921378274
"785351",34.311,12.632,6.39,0.20682587603185
"785353",34.045,12.87,6.54,0.262451089730429
"785355",33.957,12.905,6.55,0.278753600952829
"785357",33.937,12.996,6.58,0.318063334962762
"785359",33.844,13.035,6.61,0.260071387985075
"785361",33.806,13.126,6.56,0.434568904034199
"785363",33.741,13.184,6.6,0.290034611362518
"785366",33.737,13.201,6.59,0.318063334962762
"785368",33.722,13.221,6.64,0.320146286111054
"785371",33.737,13.187,6.69,0.429752280002408
"785373",33.754,13.149,6.61,0.352182518111362
"785375",33.751,13.145,6.74,0.59659709562646
"785377",33.77,13.133,6.64,0.371067862271736
"785380",33.798,13.096,6.6,0.322219294733919
"785382",33.793,13.132,6.74,0.338456493604605
"785386",33.977,12.925,6.58,0.376576957056512
"785388",34.092,12.81,6.52,0.492760389026837
"785390",34.112,12.793,6.51,0.357934847000454
"785392",34.154,12.751,6.44,0.212187604403958
"785395",34.238,12.671,6.41,0.257678574869184
"785397",34.316,12.632,6.36,0.184691430817599
"785399",34.322,12.61,6.36,0.403120521175818
"785401",34.292,12.62,6.35,0.243038048686294
"785404",34.294,12.615,6.35,0.276461804173244
"785406",34.364,12.588,6.34,0.324282455297693
