"","salinity","temperature","oxygen","fluo"
"782378",33.817,11.768,6.14,0.305351369446624
"782380",33.809,11.777,6.07,0.313867220369153
"782382",33.846,11.789,6.15,0.328379603438738
"782384",33.846,11.792,6.18,0.340444114840118
"782387",33.844,11.778,6.16,0.356025857193123
"782389",33.846,11.822,6.21,0.326335860928751
"782391",33.849,11.795,6.13,0.334453751150931
"782394",33.857,11.809,6.18,0.376576957056512
"782396",33.854,11.803,6.18,0.322219294733919
"782398",33.868,11.763,6.14,0.359835482339888
"782400",33.916,11.745,6.12,0.372912002970107
"782402",33.908,11.727,6.12,0.334453751150931
"782404",33.913,11.74,6.14,0.348304863048161
"782406",33.937,11.725,6.12,0.389166084364532
"782408",33.962,11.709,6.09,0.376576957056512
"782410",33.933,11.731,6.15,0.354108439147401
"782412",33.951,11.704,6.12,0.356025857193123
"782414",33.945,11.703,6.12,0.352182518111362
"782417",33.976,11.689,6.09,0.359835482339888
"782419",33.984,11.691,6.12,0.342422680822206
"782421",33.941,11.681,6.09,0.371067862271736
"782423",33.936,11.673,6.03,0.334453751150931
"782425",33.956,11.671,6.02,0.356025857193123
"782427",33.963,11.679,6.05,0.352182518111362
"782429",33.968,11.671,6.04,0.33645973384853
"782431",33.967,11.667,6.04,0.383815365980431
"782433",33.935,11.655,5.97,0.338456493604605
"782435",33.922,11.654,6.09,0.342422680822206
"782438",33.921,11.649,6.1,0.367355921026019
"782440",33.904,11.643,6.08,0.356025857193123
"782443",33.934,11.637,6.09,0.334453751150931
"782446",33.918,11.636,5.99,0.340444114840118
"782448",33.913,11.609,5.99,0.305351369446624
"782450",33.924,11.606,5.94,0.324282455297693
"782453",33.927,11.565,5.88,0.307496037913213
"782456",33.841,11.559,6.01,0.311753861055754
"782458",33.787,11.586,6.05,0.348304863048161
"782460",33.726,11.583,5.96,0.350248018334163
"782463",33.665,11.568,5.89,0.356025857193123
"782466",33.697,11.574,5.95,0.33645973384853
"782468",33.746,11.591,6.04,0.338456493604605
"782472",33.826,11.575,5.98,0.330413773349191
"782474",33.821,11.551,6,0.313867220369153
"782476",33.808,11.559,6.02,0.28330122870355
"782478",33.82,11.559,5.98,0.307496037913213
"782481",33.817,11.568,5.96,0.290034611362518
"782483",33.815,11.548,5.98,0.294466226161593
"782486",33.813,11.573,6,0.252853030979893
"782489",33.848,11.576,6.02,0.27415784926368
"782491",33.842,11.579,5.99,0.250420002308894
"782493",33.816,11.557,5.98,0.225309281725863
"782495",33.839,11.579,6.02,0.235528446907549
"782498",33.814,11.555,5.99,0.243038048686294
"782501",33.829,11.561,5.99,0.214843848047698
"782503",33.843,11.584,5.97,0.243038048686294
"782505",33.849,11.595,6.04,0.230448921378274
"782509",33.808,11.591,6,0.232996110392154
"782511",33.851,11.595,5.99,0.227886704613674
"782513",33.853,11.607,5.98,0.201397124320451
"782515",33.851,11.631,6.06,0.195899652409234
"782518",33.856,11.652,6.08,0.230448921378274
"782520",33.928,11.646,5.97,0.170261715394957
"782522",33.937,11.658,5.89,0.220108088040055
"782525",33.916,11.69,6.09,0.198657086954423
"782528",33.911,11.738,6.13,0.201397124320451
"782530",33.911,11.753,6.27,0.198657086954423
"782532",33.899,11.8,6.25,0.139879086401236
"782534",33.888,11.726,6.19,0.195899652409234
"782537",33.869,11.725,6.04,0.225309281725863
"782539",33.89,11.747,6.09,0.220108088040055
"782541",33.872,11.746,5.86,0.243038048686294
"782543",33.829,11.896,6.54,0.190331698170291
"782546",33.873,11.774,6.13,0.212187604403958
"782549",33.861,11.751,6.08,0.271841606536499
"782551",33.854,11.762,5.89,0.271841606536499
"782553",33.842,11.755,6.1,0.28330122870355
"782556",33.763,11.763,6.01,0.399673721481038
"782558",33.823,11.769,5.91,0.332438459915605
"782561",33.844,11.777,6.12,0.278753600952829
"782563",33.844,11.787,6.16,0.298853076409707
"782566",33.844,11.79,6.22,0.294466226161593
"782568",33.854,11.79,6.19,0.292256071356476
"782570",33.854,11.793,6.1,0.298853076409707
"782572",33.857,11.791,6.18,0.281033367247728
"782574",33.861,11.768,6.13,0.285557309007774
"782577",33.862,11.762,6.14,0.311753861055754
"782579",33.868,11.764,6.14,0.311753861055754
"782581",33.862,11.741,6.09,0.344392273685111
"782584",33.863,11.737,6.1,0.334453751150931
"782586",33.872,11.726,6.1,0.313867220369153
"782588",33.899,11.716,6.07,0.311753861055754
"782590",33.952,11.691,6.12,0.324282455297693
"782592",33.94,11.694,6.09,0.301029995663981
"782594",33.936,11.692,6.13,0.298853076409707
"782596",33.957,11.693,6.11,0.301029995663981
"782598",33.947,11.674,6.09,0.292256071356476
"782600",33.917,11.66,6.08,0.28330122870355
"782602",33.91,11.658,6.05,0.298853076409707
"782604",33.903,11.661,5.98,0.320146286111054
"782606",33.877,11.652,6.04,0.334453751150931
"782609",33.862,11.648,6.04,0.311753861055754
"782611",33.88,11.644,5.98,0.311753861055754
"782613",33.877,11.647,5.96,0.322219294733919
"782617",33.874,11.643,6.04,0.305351369446624
"782619",33.863,11.638,6.02,0.342422680822206
"782621",33.854,11.632,6,0.315970345456918
"782624",33.859,11.631,5.95,0.296665190261531
"782626",33.85,11.634,6.01,0.324282455297693
"782628",33.831,11.634,5.94,0.294466226161593
"782631",33.819,11.63,5.91,0.309630167425899
"782633",33.822,11.626,5.99,0.311753861055754
"782635",33.816,11.627,6.02,0.307496037913213
"782638",33.807,11.624,5.99,0.311753861055754
"782641",33.811,11.617,5.97,0.303196057420489
"782643",33.814,11.603,5.91,0.222716471147583
"782645",33.796,11.614,5.99,0.285557309007774
"782648",33.789,11.623,6.02,0.311753861055754
"782651",33.803,11.617,6.04,0.303196057420489
"782653",33.797,11.62,6,0.281033367247728
"782655",33.796,11.623,6.04,0.309630167425899
"782658",33.773,11.63,5.98,0.255272505103306
"782662",33.77,11.625,5.96,0.24551266781415
"782664",33.753,11.62,5.9,0.243038048686294
"782666",33.771,11.625,5.98,0.257678574869184
"782669",33.785,11.627,6,0.247973266361807
"782671",33.793,11.634,6.03,0.252853030979893
"782674",33.807,11.634,6.01,0.220108088040055
"782677",33.674,11.645,6.01,0.201397124320451
"782679",33.757,11.665,6.03,0.161368002234975
"782681",33.789,11.689,6.02,0.15836249209525
"782684",33.865,11.69,6.04,0.178976947293169
"782687",33.866,11.705,6.04,0.184691430817599
"782689",33.872,11.717,6.05,0.190331698170291
"782692",33.962,11.669,6.03,0.184691430817599
"782694",33.948,11.7,6.04,0.14921911265538
"782696",33.857,11.716,6.09,0.232996110392154
"782698",33.84,11.716,6.07,0.247973266361807
"782701",33.861,11.735,6.01,0.198657086954423
"782703",33.905,11.677,5.91,0.170261715394957
"782705",33.932,11.684,5.99,0.181843587944773
"782708",33.934,11.698,6.04,0.190331698170291
"782710",33.923,11.717,6.11,0.209515014542631
"782712",33.921,11.744,6.08,0.204119982655925
"782715",33.918,11.785,6.2,0.190331698170291
"782717",33.914,11.729,6.02,0.198657086954423
"782719",33.918,11.745,6.07,0.184691430817599
"782722",33.916,11.744,5.92,0.225309281725863
"782724",33.923,11.868,6.49,0.195899652409234
"782727",33.914,11.749,6.02,0.247973266361807
"782729",33.915,11.891,6.4,0.230448921378274
"782731",33.925,11.801,6.18,0.257678574869184
"782733",33.917,11.83,6.35,0.269512944217916
"782735",33.874,11.711,5.95,0.27415784926368
"782737",33.801,11.712,5.95,0.324282455297693
"782739",33.812,11.716,5.88,0.330413773349191
"782741",33.861,11.74,6.03,0.292256071356476
"782743",33.878,11.725,6.05,0.298853076409707
"782745",33.867,11.768,6.12,0.309630167425899
"782748",33.887,11.756,6.13,0.276461804173244
"782750",33.879,11.75,6.16,0.305351369446624
"782752",33.874,11.739,6.13,0.292256071356476
"782754",33.885,11.736,6.06,0.315970345456918
"782756",33.885,11.722,6.03,0.271841606536499
"782758",33.883,11.715,6.09,0.290034611362518
"782760",33.871,11.688,6.04,0.27415784926368
"782763",33.879,11.702,5.94,0.260071387985075
"782765",33.927,11.685,6,0.269512944217916
"782767",33.898,11.68,6.01,0.296665190261531
"782770",33.905,11.672,6.03,0.278753600952829
"782772",33.91,11.669,5.95,0.238046103128795
"782774",33.956,11.658,5.92,0.271841606536499
"782776",33.967,11.65,5.98,0.238046103128795
"782779",33.947,11.637,5.97,0.27415784926368
"782781",33.918,11.639,5.89,0.257678574869184
"782784",33.952,11.639,5.92,0.264817823009536
"782787",33.951,11.641,5.97,0.267171728403014
"782790",33.879,11.635,5.89,0.298853076409707
"782792",33.876,11.634,5.84,0.285557309007774
"782795",33.855,11.618,5.8,0.276461804173244
"782797",33.871,11.62,5.86,0.230448921378274
"782799",33.866,11.621,5.94,0.27415784926368
"782802",33.89,11.611,5.9,0.28330122870355
"782804",33.89,11.608,6.01,0.311753861055754
"782806",33.878,11.605,6.04,0.287801729930226
"782808",33.859,11.592,5.78,0.296665190261531
"782811",33.899,11.546,5.72,0.209515014542631
"782813",33.891,11.542,5.77,0.222716471147583
"782815",33.883,11.553,5.81,0.278753600952829
"782818",33.67,11.56,5.87,0.267171728403014
"782820",33.651,11.552,5.83,0.264817823009536
"782822",33.565,11.565,5.83,0.28330122870355
"782825",33.51,11.559,5.95,0.303196057420489
"782828",33.54,11.565,5.98,0.20682587603185
"782830",33.622,11.573,5.97,0.220108088040055
"782833",33.645,11.589,5.99,0.222716471147583
"782835",33.692,11.6,6.01,0.187520720836463
"782838",33.675,11.595,5.97,0.164352855784437
"782841",33.692,11.599,5.96,0.161368002234975
"782843",33.693,11.62,5.99,0.164352855784437
"782846",33.694,11.645,6.02,0.14921911265538
"782849",33.702,11.642,5.99,0.209515014542631
"782851",33.724,11.656,5.94,0.152288344383056
"782853",33.795,11.678,5.92,0.155336037465062
"782855",33.765,11.756,5.99,0.136720567156407
"782857",33.742,11.757,6.01,0.15836249209525
"782859",33.981,11.646,5.9,0.170261715394957
"782861",33.97,11.709,5.98,0.161368002234975
"782864",34.002,11.68,5.97,0.15836249209525
"782867",34.043,11.685,5.98,0.14921911265538
"782869",33.939,11.739,6,0.113943352306837
"782872",33.915,11.792,6.06,0.14921911265538
"782874",33.886,11.755,5.94,0.176091259055681
"782876",33.901,11.738,5.94,0.155336037465062
"782879",33.931,11.709,5.91,0.201397124320451
"782881",33.875,11.783,5.89,0.173186268412274
"782883",33.818,11.861,5.99,0.198657086954423
"782885",33.838,11.864,6.05,0.195899652409234
"782887",33.84,11.892,6.04,0.195899652409234
"782890",33.66,11.978,6.04,0.198657086954423
"782892",33.616,11.991,5.99,0.225309281725863
"782895",33.134,12.089,6.09,0.250420002308894
"782897",33.258,12.062,6.04,0.262451089730429
"782900",33.12,12.148,6.08,0.28330122870355
"782903",33.108,12.145,6.03,0.247973266361807
"782905",33.061,12.159,6.03,0.301029995663981
"782908",33.048,12.171,5.99,0.276461804173244
"782910",33.033,12.172,5.97,0.307496037913213
"782912",33.116,12.133,5.96,0.332438459915605
"782915",33.119,12.109,6.05,0.367355921026019
"782917",33.147,12.094,5.88,0.382017042574868
"782920",33.167,12.062,5.99,0.264817823009536
"782922",33.314,12.014,6.09,0.28330122870355
"782924",33.415,11.97,6.05,0.330413773349191
"782925",33.474,11.936,6.01,0.27415784926368
"782927",33.498,11.928,6.06,0.28330122870355
"782929",33.586,11.849,6.01,0.305351369446624
"782932",33.597,11.847,5.97,0.252853030979893
"782935",33.578,11.85,5.93,0.24551266781415
"782937",33.709,11.803,5.93,0.250420002308894
"782939",33.709,11.802,5.95,0.235528446907549
"782941",33.794,11.806,5.92,0.247973266361807
"782943",33.931,11.759,5.89,0.271841606536499
"782945",33.84,11.745,5.92,0.257678574869184
"782947",33.95,11.721,5.91,0.20682587603185
"782950",33.805,11.795,5.89,0.294466226161593
"782952",33.984,11.714,5.83,0.225309281725863
"782955",34.019,11.696,5.85,0.264817823009536
"782957",33.834,11.751,5.99,0.294466226161593
"782959",32.861,11.842,6.08,0.338456493604605
"782962",32.412,11.936,6.13,0.320146286111054
"782965",33.019,11.837,6.01,0.309630167425899
"782968",33.025,11.853,5.91,0.324282455297693
"782971",32.922,11.861,5.96,0.27415784926368
"782973",32.788,11.877,5.9,0.318063334962762
"782975",32.914,11.852,5.82,0.307496037913213
"782977",32.897,11.843,5.95,0.232996110392154
"782979",32.49,11.864,6.01,0.315970345456918
"782982",32.535,11.867,5.97,0.28330122870355
"782984",32.429,11.867,6.02,0.264817823009536
"782986",32.335,11.871,6.05,0.247973266361807
"782989",32.156,11.877,6.07,0.311753861055754
"782991",32.203,11.871,6.05,0.271841606536499
"782993",31.537,11.907,6.07,0.285557309007774
"782995",31.293,11.916,6.09,0.276461804173244
"782997",30.983,11.942,6.14,0.296665190261531
"782999",30.818,11.953,6.08,0.315970345456918
"783001",30.813,11.956,6,0.292256071356476
"783003",30.81,11.964,6.06,0.250420002308894
"783007",32.57,11.856,6,0.2405492482826
"783009",32.565,11.864,6.01,0.252853030979893
"783011",33.218,11.813,5.93,0.187520720836463
"783013",33.283,11.801,5.97,0.20682587603185
"783016",33.57,11.796,5.95,0.15836249209525
"783019",33.772,11.738,5.91,0.152288344383056
"783021",33.528,11.806,6.01,0.143014800254095
"783023",33.55,11.833,6.04,0.173186268412274
"783025",33.45,11.901,6.09,0.161368002234975
"783027",33.422,11.883,6.06,0.187520720836463
"783030",33.595,11.837,6.11,0.217483944213906
"783033",33.774,11.862,6.07,0.167317334748176
"783035",33.761,11.831,6.2,0.127104798364808
"783037",33.942,11.81,6.09,0.14921911265538
"783039",33.858,11.807,6.12,0.195899652409234
"783042",33.762,11.886,6.15,0.176091259055681
"783045",33.844,11.942,6.11,0.164352855784437
"783047",33.608,12.043,6.06,0.14921911265538
"783049",33.638,11.903,5.86,0.161368002234975
"783052",31.978,12.156,6.22,0.201397124320451
"783054",32.564,12.214,6.04,0.204119982655925
"783056",32.509,12.291,6.09,0.167317334748176
"783058",32.425,12.298,5.94,0.187520720836463
"783061",32.599,12.284,6.02,0.2405492482826
"783064",32.612,12.284,6.03,0.247973266361807
"783066",32.656,12.258,6.21,0.255272505103306
"783068",32.741,12.244,6.17,0.278753600952829
"783070",32.663,12.246,6.25,0.292256071356476
"783073",32.572,12.287,6.11,0.269512944217916
"783075",32.535,12.294,6.15,0.303196057420489
"783077",32.466,12.316,6.13,0.320146286111054
"783079",32.462,12.272,6.25,0.33645973384853
"783081",32.463,12.268,6.01,0.328379603438738
"783083",32.468,12.229,6.1,0.385606273598312
"783085",32.533,12.208,5.93,0.359835482339888
"783087",32.575,12.24,6,0.247973266361807
"783089",32.679,12.124,5.94,0.311753861055754
"783091",32.831,12.1,6.02,0.287801729930226
"783093",33.103,12.022,5.95,0.278753600952829
"783096",33.289,11.937,5.93,0.24551266781415
"783098",33.34,11.927,5.97,0.294466226161593
"783100",33.363,11.922,5.94,0.24551266781415
"783102",33.632,11.829,5.88,0.260071387985075
"783104",33.581,11.824,5.92,0.243038048686294
"783107",33.606,11.834,5.91,0.281033367247728
"783109",33.668,11.81,5.8,0.255272505103306
"783111",33.808,11.807,5.82,0.217483944213906
"783113",33.809,11.807,5.84,0.252853030979893
"783116",33.855,11.784,5.88,0.264817823009536
"783118",33.592,11.813,5.8,0.230448921378274
"783120",33.694,11.774,5.78,0.225309281725863
"783122",33.763,11.783,5.8,0.209515014542631
"783124",33.992,11.753,5.77,0.238046103128795
"783126",33.923,11.74,5.7,0.209515014542631
"783128",33.936,11.738,5.76,0.247973266361807
"783131",33.726,11.819,5.95,0.252853030979893
"783134",33.818,11.801,5.87,0.24551266781415
"783136",33.455,11.84,5.86,0.260071387985075
"783138",33.352,11.852,5.9,0.285557309007774
"783141",33.215,11.873,6.02,0.260071387985075
"783143",33.269,11.865,6.16,0.298853076409707
"783145",33.304,11.859,6.05,0.292256071356476
"783147",33.371,11.846,6.09,0.290034611362518
"783149",33.304,11.819,6.04,0.271841606536499
"783152",33.121,11.902,5.96,0.271841606536499
"783154",33.102,11.894,6.01,0.250420002308894
"783157",33.088,11.913,6.16,0.250420002308894
"783159",33.078,11.91,6.04,0.250420002308894
"783162",33.149,11.905,6.01,0.2405492482826
"783164",33.07,11.918,6.08,0.201397124320451
"783173",32.892,12.049,6.27,0.198657086954423
"783175",32.929,12.066,6.27,0.190331698170291
"783177",33.303,11.939,6.07,0.178976947293169
"783180",33.316,11.967,6.13,0.170261715394957
"783182",33.458,11.981,6.18,0.164352855784437
"783184",33.575,11.932,6.21,0.14921911265538
"783186",33.595,11.991,6.1,0.20682587603185
"783189",33.655,11.942,6.04,0.139879086401236
"783192",33.778,11.968,6.14,0.15836249209525
"783194",33.765,11.95,6.09,0.181843587944773
"783197",33.81,11.964,5.92,0.181843587944773
"783200",33.802,12.076,5.96,0.193124598354462
"783202",33.876,12,6.13,0.173186268412274
"783204",33.832,12.098,6.22,0.181843587944773
"783207",33.884,12.089,6.02,0.198657086954423
"783210",34.004,11.972,5.96,0.204119982655925
"783212",33.954,11.998,6.15,0.220108088040055
"783215",33.742,12.081,6.15,0.217483944213906
"783217",33.74,12.017,5.89,0.164352855784437
"783220",33.863,11.973,5.98,0.217483944213906
"783222",33.519,12.107,6.09,0.247973266361807
"783225",33.448,12.149,6.28,0.238046103128795
"783227",33.493,12.142,6.14,0.264817823009536
"783229",33.523,12.129,6.29,0.269512944217916
"783232",33.536,12.122,6.26,0.281033367247728
"783234",33.537,12.132,6.25,0.269512944217916
"783236",33.56,12.138,6.16,0.243038048686294
"783238",33.336,12.211,6.3,0.307496037913213
"783240",33.112,12.207,6.29,0.247973266361807
"783242",33.272,12.224,6.27,0.320146286111054
"783245",33.323,12.192,6.31,0.334453751150931
"783247",33.318,12.181,5.99,0.330413773349191
"783249",33.338,12.147,6.07,0.313867220369153
"783252",33.352,12.143,6.16,0.328379603438738
"783254",32.756,12.358,6.4,0.380211241711606
"783256",32.664,12.379,5.98,0.482873583608754
"783259",32.598,12.39,6.17,0.383815365980431
"783261",32.87,12.342,5.94,0.361727836017593
"783263",32.991,12.279,6.05,0.28330122870355
"783265",33.176,12.203,6.11,0.267171728403014
"783267",33.28,12.136,6.07,0.2405492482826
"783269",33.466,12.087,6.14,0.27415784926368
"783271",33.581,12.062,5.97,0.260071387985075
"783273",33.441,12.097,6.01,0.324282455297693
"783275",33.672,12.014,6.12,0.369215857410143
"783278",33.721,12,6.08,0.320146286111054
"783280",33.808,11.989,5.96,0.301029995663981
"783282",33.794,11.951,5.85,0.313867220369153
"783284",33.758,11.969,5.94,0.247973266361807
"783287",33.826,11.948,5.92,0.313867220369153
"783290",33.957,11.914,5.91,0.243038048686294
"783292",33.727,11.937,6,0.318063334962762
"783294",33.78,11.959,5.85,0.313867220369153
"783296",33.81,11.947,5.99,0.2405492482826
"783298",33.5,12.013,6.19,0.311753861055754
"783301",33.548,11.992,6.18,0.309630167425899
"783304",33.524,11.975,6.04,0.267171728403014
"783306",33.572,11.951,6.04,0.298853076409707
"783309",33.472,11.985,6.16,0.225309281725863
"783311",33.539,11.955,6.11,0.230448921378274
"783314",33.534,11.949,6.03,0.247973266361807
"783316",33.511,11.964,6.05,0.214843848047698
"783319",33.524,11.967,6.15,0.20682587603185
"783322",33.206,12.027,6.29,0.212187604403958
"783324",33.345,12.024,6.2,0.164352855784437
"783326",33.28,12.035,6.16,0.167317334748176
"783328",32.978,12.11,6.31,0.184691430817599
"783332",33.002,12.121,6.1,0.173186268412274
"783334",33.082,12.12,6.15,0.170261715394957
"783336",33.225,12.096,6.15,0.176091259055681
"783338",33.264,12.111,6.21,0.164352855784437
"783340",33.244,12.145,6.28,0.170261715394957
"783342",33.243,12.144,6.11,0.152288344383056
"783344",33.475,12.071,6.02,0.133538908370217
"783347",33.701,12.061,6.21,0.143014800254095
"783350",33.654,12.1,6.22,0.187520720836463
"783352",33.534,12.187,6.19,0.152288344383056
"783354",33.674,12.205,6.14,0.176091259055681
"783356",33.726,12.208,6.32,0.161368002234975
"783359",33.734,12.229,6.35,0.152288344383056
"783361",33.849,12.163,6.23,0.15836249209525
"783363",33.974,12.048,6.06,0.173186268412274
"783367",33.94,12.091,6.27,0.190331698170291
"783369",33.952,12.13,6.25,0.193124598354462
"783371",34.044,12.104,6.1,0.198657086954423
"783374",33.659,12.225,6.08,0.161368002234975
"783376",33.785,12.146,6.12,0.204119982655925
"783380",33.871,12.131,6.08,0.230448921378274
"783382",33.79,12.12,6.27,0.247973266361807
"783384",33.706,12.156,6.3,0.264817823009536
"783386",33.73,12.147,6.31,0.27415784926368
"783388",33.709,12.156,6.3,0.285557309007774
"783391",33.736,12.135,6.27,0.287801729930226
"783393",33.761,12.129,6.16,0.271841606536499
"783397",33.741,12.12,6.23,0.338456493604605
"783399",33.749,12.107,6.24,0.301029995663981
"783401",33.783,12.162,6.14,0.301029995663981
"783403",33.787,12.152,6.2,0.359835482339888
"783405",33.737,12.099,6.18,0.334453751150931
"783407",33.699,12.107,6.26,0.296665190261531
"783409",33.737,12.107,6.13,0.238046103128795
"783412",33.291,12.162,6.1,0.338456493604605
"783414",33.434,12.138,6.05,0.344392273685111
"783416",33.586,12.122,6.17,0.264817823009536
"783418",33.501,12.106,6.12,0.309630167425899
"783420",33.521,12.1,6.11,0.311753861055754
"783422",33.538,12.084,6.12,0.257678574869184
"783424",33.539,12.088,6.17,0.307496037913213
"783427",33.652,12.066,6.11,0.296665190261531
"783429",33.621,12.03,6.05,0.340444114840118
"783432",33.775,12.014,5.92,0.294466226161593
"783435",33.689,12.017,6.06,0.294466226161593
"783438",33.826,11.984,6.05,0.313867220369153
"783441",33.814,11.976,5.9,0.24551266781415
"783443",33.833,11.969,5.92,0.276461804173244
"783447",33.883,11.966,6.04,0.296665190261531
"783449",33.921,11.964,5.98,0.260071387985075
"783451",34.058,11.935,5.93,0.267171728403014
"783454",33.971,11.932,5.93,0.247973266361807
"783456",33.966,11.93,6.03,0.276461804173244
"783458",33.884,11.979,6.03,0.307496037913213
"783460",33.867,11.987,6.03,0.232996110392154
"783463",33.826,11.999,6.18,0.285557309007774
"783465",33.856,11.982,6.13,0.301029995663981
"783467",33.867,11.981,6.17,0.269512944217916
"783469",33.879,11.975,6.16,0.276461804173244
"783472",33.894,11.964,6.12,0.232996110392154
"783474",33.885,11.972,6.18,0.232996110392154
"783476",33.88,11.969,6.13,0.235528446907549
"783479",33.891,11.957,6.09,0.214843848047698
"783482",33.88,11.964,6.11,0.220108088040055
"783485",33.883,11.964,6.09,0.212187604403958
"783488",33.863,11.979,6.13,0.190331698170291
"783491",33.824,12.004,6.12,0.176091259055681
"783494",33.793,12.039,6.17,0.176091259055681
"783497",33.693,12.086,6.25,0.190331698170291
"783499",33.693,12.107,6.16,0.146128035678238
"783501",33.511,12.15,6.35,0.136720567156407
"783504",33.469,12.153,6.18,0.143014800254095
"783507",33.545,12.172,6.14,0.146128035678238
"783510",33.62,12.134,6.18,0.167317334748176
"783512",33.635,12.21,6.18,0.155336037465062
"783514",33.613,12.297,6.48,0.167317334748176
"783516",33.791,12.152,6.17,0.161368002234975
"783518",34.025,12.058,6.13,0.195899652409234
"783520",33.853,12.217,6.33,0.167317334748176
"783523",33.875,12.327,6.46,0.14921911265538
"783525",33.879,12.294,6.28,0.155336037465062
"783527",33.906,12.287,6.22,0.181843587944773
"783530",33.962,12.294,6.17,0.20682587603185
"783533",33.99,12.247,6.07,0.181843587944773
"783535",34.042,12.248,6.27,0.152288344383056
"783537",34.007,12.298,6.34,0.127104798364808
"783539",34.094,12.148,6.09,0.167317334748176
"783541",34.114,12.234,6.12,0.161368002234975
"783543",34.128,12.208,6.12,0.181843587944773
"783546",34.094,12.183,6.05,0.217483944213906
"783549",34.005,12.165,6.05,0.2405492482826
"783551",33.965,12.154,6.12,0.287801729930226
"783553",33.926,12.169,6.24,0.267171728403014
"783555",33.911,12.198,6.26,0.278753600952829
"783558",33.928,12.188,6.15,0.338456493604605
"783560",33.943,12.176,6.26,0.290034611362518
"783562",33.947,12.175,6.27,0.290034611362518
"783566",33.958,12.173,6.23,0.311753861055754
"783568",33.954,12.174,6.14,0.281033367247728
"783570",33.929,12.186,6.08,0.344392273685111
"783572",33.948,12.18,6.1,0.260071387985075
"783574",33.907,12.171,6.16,0.28330122870355
"783577",33.836,12.199,6.23,0.334453751150931
"783579",33.697,12.223,6.27,0.326335860928751
"783581",33.616,12.291,6.3,0.382017042574868
"783584",33.614,12.284,6.2,0.350248018334163
"783587",33.702,12.246,6.17,0.285557309007774
"783589",33.689,12.185,5.96,0.255272505103306
"783592",33.726,12.214,5.91,0.322219294733919
"783594",33.739,12.21,6.01,0.290034611362518
"783597",33.763,12.201,6.12,0.305351369446624
"783599",33.787,12.188,6.09,0.307496037913213
"783602",33.952,12.114,5.72,0.276461804173244
"783604",33.995,12.113,5.85,0.28330122870355
"783606",33.996,12.111,6,0.252853030979893
"783608",33.978,12.097,6.03,0.264817823009536
"783611",33.983,12.079,5.94,0.296665190261531
"783613",34.008,12.069,5.92,0.255272505103306
"783615",34.044,12.065,6,0.271841606536499
"783617",34.177,12.039,6.02,0.269512944217916
"783619",34.182,12.03,6.05,0.252853030979893
"783622",34.1,12.039,5.99,0.238046103128795
"783624",34.12,12.049,6.02,0.320146286111054
"783626",34.099,12.073,6.04,0.2405492482826
"783628",34.06,12.079,6.17,0.232996110392154
"783630",34.067,12.064,6.16,0.24551266781415
"783633",34.075,12.066,6.17,0.227886704613674
"783635",34.084,12.058,6.11,0.220108088040055
"783637",34.04,12.081,6.2,0.24551266781415
"783639",34.109,12.058,6.01,0.152288344383056
"783641",34.016,12.103,6.22,0.184691430817599
"783644",34.06,12.093,6.09,0.222716471147583
"783647",34.085,12.094,5.87,0.123851640967086
"783649",34.087,12.103,5.91,0.161368002234975
"783651",34.039,12.129,6.14,0.146128035678238
"783654",33.916,12.183,6.3,0.139879086401236
"783657",34.016,12.191,6.2,0.161368002234975
"783659",33.94,12.215,6.25,0.139879086401236
"783661",33.766,12.247,6.26,0.127104798364808
"783663",33.728,12.29,6.16,0.130333768495006
"783665",33.8,12.272,6.16,0.127104798364808
"783667",33.871,12.303,6.19,0.152288344383056
"783669",33.829,12.342,6.28,0.123851640967086
"783672",33.844,12.349,6.3,0.173186268412274
"783674",33.819,12.318,6.11,0.130333768495006
"783676",33.859,12.341,6.04,0.136720567156407
"783678",33.855,12.509,6.32,0.15836249209525
"783680",33.888,12.504,6.35,0.184691430817599
"783682",33.948,12.468,6.2,0.170261715394957
"783685",33.997,12.427,6.17,0.181843587944773
"783687",34.05,12.383,6.18,0.214843848047698
"783689",34.052,12.383,6.32,0.195899652409234
"783693",34.083,12.452,6.24,0.193124598354462
"783695",34.064,12.5,6.28,0.176091259055681
"783698",34.077,12.373,6.29,0.181843587944773
"783701",34.14,12.371,6.34,0.173186268412274
"783703",34.172,12.334,6.17,0.204119982655925
"783706",34.134,12.291,6.14,0.232996110392154
"783708",34.168,12.238,6.13,0.217483944213906
"783710",34.163,12.271,6.19,0.243038048686294
"783712",34.117,12.241,6.23,0.269512944217916
"783715",34.082,12.258,6.21,0.307496037913213
"783717",34.092,12.241,6.25,0.264817823009536
"783719",34.107,12.233,6.25,0.271841606536499
"783721",34.084,12.223,6.24,0.303196057420489
"783725",34.119,12.22,6.12,0.338456493604605
"783727",34.104,12.233,6.21,0.267171728403014
"783729",34.028,12.244,6.26,0.326335860928751
"783731",34.094,12.172,6.07,0.278753600952829
"783734",34.068,12.195,6.02,0.324282455297693
"783736",34.006,12.237,6.1,0.27415784926368
"783738",34.03,12.201,6.11,0.315970345456918
"783740",34.009,12.223,6.01,0.301029995663981
"783742",33.98,12.213,6.05,0.294466226161593
"783744",33.966,12.221,6.12,0.271841606536499
"783746",33.934,12.211,6.16,0.296665190261531
"783748",33.867,12.271,6.18,0.322219294733919
"783750",33.904,12.244,6.04,0.350248018334163
