;TAXO_VERNACUL;annee;mois;nb
1199;Pluvier argenté;2018;2;288,5
1200;Sarcelle d'hiver;2018;2;57
1201;Tadorne de Belon;2018;2;221
1202;Tournepierre à collier;2018;2;36
1203;Barge rousse;2019;2;222
1204;Bécasseau maubèche;2019;2;1976,5
1205;Bécasseau sanderling;2019;2;1152,5
1206;Bécasseau variable;2019;2;2229
1207;Bernache cravant;2019;2;1315
1208;Canard colvert;2019;2;201,5
1209;Canard pilet;2019;2;98
1210;Canard siffleur;2019;2;17
1211;Canard souchet;2019;2;3
1212;Courlis cendré;2019;2;779,5
1213;Grand Gravelot;2019;2;46,5
1214;Huîtrier pie;2019;2;1733
1215;Macreuse noire;2019;2;165
1216;Pluvier argenté;2019;2;208,5
1217;Sarcelle d'hiver;2019;2;2
1218;Tadorne de Belon;2019;2;271
1219;Tournepierre à collier;2019;2;17,5
1220;Barge rousse;2020;2;179
1221;Bécasseau maubèche;2020;2;2228
1222;Bécasseau sanderling;2020;2;735,5
1223;Bécasseau variable;2020;2;2073
1224;Bernache cravant;2020;2;600
1225;Canard colvert;2020;2;227,5
1226;Canard pilet;2020;2;41
1227;Canard siffleur;2020;2;3,5
1228;Courlis cendré;2020;2;792,5
1229;Grand Gravelot;2020;2;66
1230;Huîtrier pie;2020;2;1455
1231;Macreuse noire;2020;2;279
1232;Pluvier argenté;2020;2;225
1233;Sarcelle d'hiver;2020;2;9,5
1234;Tadorne de Belon;2020;2;177,5
1235;Tournepierre à collier;2020;2;66
1236;Barge rousse;2021;2;60
1237;Bécasseau maubèche;2021;2;2075
1238;Bécasseau sanderling;2021;2;1267
1239;Bécasseau variable;2021;2;1792,5
1240;Bernache cravant;2021;2;2123,5
1241;Canard colvert;2021;2;166,5
1242;Canard pilet;2021;2;27,5
1243;Courlis cendré;2021;2;526,5
1244;Grand Gravelot;2021;2;30
1245;Huîtrier pie;2021;2;1946
1246;Macreuse noire;2021;2;440
1247;Pluvier argenté;2021;2;253,5
1248;Sarcelle d'hiver;2021;2;73
1249;Tadorne de Belon;2021;2;153,5
1250;Tournepierre à collier;2021;2;79
1251;Barge rousse;2022;2;134,5
1252;Bécasseau maubèche;2022;2;2200
1253;Bécasseau sanderling;2022;2;1736,5
1254;Bécasseau variable;2022;2;1953,5
1255;Bernache cravant;2022;2;1647
1256;Canard colvert;2022;2;155,5
1257;Canard pilet;2022;2;54,5
1258;Canard siffleur;2022;2;100
1259;Canard souchet;2022;2;8
1260;Courlis cendré;2022;2;798
1261;Grand Gravelot;2022;2;86
1262;Huîtrier pie;2022;2;1912,5
1263;Macreuse noire;2022;2;336
1264;Pluvier argenté;2022;2;208
1265;Sarcelle d'hiver;2022;2;52,5
1266;Tadorne de Belon;2022;2;202,5
1267;Tournepierre à collier;2022;2;73
1268;Barge rousse;2023;2;125
1269;Bécasseau maubèche;2023;2;1685
1270;Bécasseau sanderling;2023;2;1135
1271;Bécasseau variable;2023;2;1951
1272;Bernache cravant;2023;2;764
1273;Canard colvert;2023;2;96
1274;Canard pilet;2023;2;62
1275;Canard siffleur;2023;2;69,5
1276;Canard souchet;2023;2;2
1277;Courlis cendré;2023;2;1042
1278;Grand Gravelot;2023;2;39
1279;Huîtrier pie;2023;2;2000,5
1280;Macreuse noire;2023;2;360
1281;Pluvier argenté;2023;2;421,5
1282;Sarcelle d'hiver;2023;2;14,5
1283;Tadorne de Belon;2023;2;222,5
1284;Tournepierre à collier;2023;2;50
1285;Barge rousse;2024;2;184,5
1286;Bécasseau maubèche;2024;2;2163,5
1287;Bécasseau sanderling;2024;2;1494
1288;Bécasseau variable;2024;2;3140,5
1289;Bernache cravant;2024;2;776
1290;Canard colvert;2024;2;91,5
1291;Canard pilet;2024;2;21
1292;Courlis cendré;2024;2;807
1293;Grand Gravelot;2024;2;46
1294;Huîtrier pie;2024;2;1570
1295;Macreuse noire;2024;2;758,3333333
1296;Pluvier argenté;2024;2;500
1297;Sarcelle d'hiver;2024;2;28,5
1298;Tadorne de Belon;2024;2;211,5
1299;Tournepierre à collier;2024;2;36,5
1300;Barge rousse;2025;2;82
1301;Bécasseau maubèche;2025;2;900
1302;Bécasseau sanderling;2025;2;1070
1303;Bécasseau variable;2025;2;1527
1304;Bernache cravant;2025;2;724
1305;Canard colvert;2025;2;65
1306;Canard pilet;2025;2;93
1307;Canard siffleur;2025;2;20
1308;Canard souchet;2025;2;1
1309;Courlis cendré;2025;2;750
1310;Grand Gravelot;2025;2;21
1311;Huîtrier pie;2025;2;2099
1312;Macreuse noire;2025;2;1265
1313;Pluvier argenté;2025;2;225
1314;Sarcelle d'hiver;2025;2;16
1315;Tadorne de Belon;2025;2;235
1316;Tournepierre à collier;2025;2;13
1423;Barge rousse;2000;3;175
1424;Bécasseau maubèche;2000;3;1750
1425;Bécasseau variable;2000;3;1805
1426;Bernache cravant;2000;3;1424
1427;Canard colvert;2000;3;19
1428;Canard siffleur;2000;3;4
1429;Canard souchet;2000;3;1
1430;Courlis cendré;2000;3;307
1431;Grand Gravelot;2000;3;60
1432;Huîtrier pie;2000;3;651
1433;Macreuse noire;2000;3;750
1434;Pluvier argenté;2000;3;143
1435;Sarcelle d'hiver;2000;3;14
1436;Tadorne de Belon;2000;3;119
1437;Tournepierre à collier;2000;3;31
1438;Barge rousse;2002;3;170
1439;Bécasseau maubèche;2002;3;1676,666667
1440;Bécasseau sanderling;2002;3;11,5
1441;Bécasseau variable;2002;3;1265
1442;Bernache cravant;2002;3;218,3333333
1443;Canard chipeau;2002;3;3
1444;Canard colvert;2002;3;19
1445;Canard pilet;2002;3;46
1446;Canard siffleur;2002;3;1
1447;Canard souchet;2002;3;6
1448;Courlis cendré;2002;3;381,6666667
1449;Grand Gravelot;2002;3;2
1450;Huîtrier pie;2002;3;1277,666667
1451;Macreuse noire;2002;3;1142,5
1452;Pluvier argenté;2002;3;98,5
1453;Sarcelle d'hiver;2002;3;23
1454;Tadorne de Belon;2002;3;139,3333333
1455;Tournepierre à collier;2002;3;7
1456;Barge rousse;2003;3;405
1457;Bécasseau maubèche;2003;3;1015
1458;Bécasseau sanderling;2003;3;68
1459;Bécasseau variable;2003;3;965
1460;Bernache cravant;2003;3;4
1461;Canard colvert;2003;3;21
1462;Canard souchet;2003;3;2
1463;Courlis cendré;2003;3;265
1464;Huîtrier pie;2003;3;816,5
1465;Macreuse noire;2003;3;475
1466;Pluvier argenté;2003;3;95
1467;Sarcelle d'hiver;2003;3;4
1468;Tadorne de Belon;2003;3;101
1469;Tournepierre à collier;2003;3;11
1470;Bécasseau maubèche;2004;3;800
1471;Bécasseau sanderling;2004;3;32
1472;Bécasseau variable;2004;3;693,3333333
1473;Bernache cravant;2004;3;251
1474;Canard chipeau;2004;3;2
1475;Canard colvert;2004;3;35
1476;Canard siffleur;2004;3;32
1477;Canard souchet;2004;3;4
1478;Courlis cendré;2004;3;395
1479;Grand Gravelot;2004;3;7
1480;Huîtrier pie;2004;3;360
1481;Macreuse noire;2004;3;340
1482;Pluvier argenté;2004;3;52
1483;Sarcelle d'hiver;2004;3;9
1484;Tadorne de Belon;2004;3;177
1485;Tournepierre à collier;2004;3;3
1486;Barge rousse;2005;3;211
1487;Bécasseau maubèche;2005;3;623,5
1488;Bécasseau sanderling;2005;3;427
1489;Bécasseau variable;2005;3;818
1490;Bernache cravant;2005;3;812,5
1491;Canard chipeau;2005;3;1
1492;Canard colvert;2005;3;26
1493;Canard pilet;2005;3;99
1494;Canard siffleur;2005;3;48
1495;Canard souchet;2005;3;6
1496;Courlis cendré;2005;3;443,5
1497;Grand Gravelot;2005;3;73
1498;Huîtrier pie;2005;3;1167,5
1499;Macreuse noire;2005;3;243,3333333
1500;Pluvier argenté;2005;3;99
1501;Sarcelle d'hiver;2005;3;6
1502;Tadorne de Belon;2005;3;153
1503;Tournepierre à collier;2005;3;36,5
1504;Bécasseau maubèche;2006;3;1800
1505;Bécasseau sanderling;2006;3;2
1506;Bécasseau variable;2006;3;1630
1507;Bernache cravant;2006;3;454
1508;Canard chipeau;2006;3;1
1509;Canard colvert;2006;3;52
1510;Canard pilet;2006;3;17
1511;Canard siffleur;2006;3;2
1512;Canard souchet;2006;3;2,333333333
1513;Courlis cendré;2006;3;769
1514;Grand Gravelot;2006;3;44
1515;Huîtrier pie;2006;3;820
1516;Macreuse noire;2006;3;420
1517;Pluvier argenté;2006;3;168
1518;Sarcelle d'hiver;2006;3;37,33333333
1519;Tadorne de Belon;2006;3;192
1520;Tournepierre à collier;2006;3;122
1521;Barge rousse;2007;3;225,5
1522;Bécasseau maubèche;2007;3;1249
1523;Bécasseau sanderling;2007;3;269,5
1524;Bécasseau variable;2007;3;425
1525;Bernache cravant;2007;3;91,5
1526;Canard colvert;2007;3;16
1527;Canard siffleur;2007;3;4,5
1528;Courlis cendré;2007;3;554
1529;Huîtrier pie;2007;3;1051,5
1530;Macreuse noire;2007;3;494,5
1531;Pluvier argenté;2007;3;133,3333333
1532;Tadorne de Belon;2007;3;123
1533;Tournepierre à collier;2007;3;49,5
1534;Barge rousse;2008;3;264,5
1535;Bécasseau maubèche;2008;3;1912
1536;Bécasseau sanderling;2008;3;89
1537;Bécasseau variable;2008;3;338,5
1538;Bernache cravant;2008;3;332,3333333
1539;Canard colvert;2008;3;8,5
1540;Courlis cendré;2008;3;394
1541;Grand Gravelot;2008;3;9
1542;Huîtrier pie;2008;3;628
1543;Macreuse noire;2008;3;807,5
1544;Pluvier argenté;2008;3;186
1545;Tadorne de Belon;2008;3;96,33333333
1546;Tournepierre à collier;2008;3;27
1547;Barge rousse;2009;3;104
1548;Bécasseau maubèche;2009;3;3100
1549;Bécasseau sanderling;2009;3;30
1550;Bécasseau variable;2009;3;288
1551;Bernache cravant;2009;3;34
1552;Canard colvert;2009;3;35
1553;Canard pilet;2009;3;4
1554;Courlis cendré;2009;3;827
1555;Grand Gravelot;2009;3;5
1556;Huîtrier pie;2009;3;731
1557;Macreuse noire;2009;3;683
1558;Pluvier argenté;2009;3;140
1559;Sarcelle d'hiver;2009;3;8
1560;Tadorne de Belon;2009;3;204
1561;Tournepierre à collier;2009;3;11
1562;Barge rousse;2010;3;349
1563;Bécasseau maubèche;2010;3;2487
1564;Bécasseau sanderling;2010;3;311
1565;Bécasseau variable;2010;3;1341
1566;Bernache cravant;2010;3;243
1567;Canard colvert;2010;3;24
1568;Canard siffleur;2010;3;1,5
1569;Courlis cendré;2010;3;522
1570;Grand Gravelot;2010;3;21
1571;Huîtrier pie;2010;3;1014
1572;Macreuse noire;2010;3;305
1573;Pluvier argenté;2010;3;33
1574;Sarcelle d'hiver;2010;3;7
1575;Tadorne de Belon;2010;3;93
1576;Tournepierre à collier;2010;3;68,5
1577;Barge rousse;2011;3;279
1578;Bécasseau maubèche;2011;3;1950
1579;Bécasseau sanderling;2011;3;223
1580;Bécasseau variable;2011;3;297
1581;Bernache cravant;2011;3;45
1582;Canard chipeau;2011;3;3
1583;Canard colvert;2011;3;22
1584;Canard pilet;2011;3;2
1585;Canard siffleur;2011;3;2
1586;Courlis cendré;2011;3;613
1587;Grand Gravelot;2011;3;16
1588;Huîtrier pie;2011;3;864
1589;Macreuse noire;2011;3;1200
1590;Pluvier argenté;2011;3;1
1591;Sarcelle d'hiver;2011;3;5
1592;Tadorne de Belon;2011;3;73
1593;Tournepierre à collier;2011;3;103
1594;Barge rousse;2012;3;252,5
1595;Bécasseau maubèche;2012;3;987
1596;Bécasseau sanderling;2012;3;868
1597;Bécasseau variable;2012;3;1252
1598;Bernache cravant;2012;3;399,5
1599;Canard colvert;2012;3;42
1600;Courlis cendré;2012;3;634
1601;Grand Gravelot;2012;3;29,5
1602;Huîtrier pie;2012;3;996
1603;Macreuse noire;2012;3;716,6666667
1604;Pluvier argenté;2012;3;194,5
1605;Sarcelle d'hiver;2012;3;4
1606;Tadorne de Belon;2012;3;170,5
1607;Tournepierre à collier;2012;3;108
1608;Barge rousse;2013;3;483
1609;Bécasseau maubèche;2013;3;1583
1610;Bécasseau sanderling;2013;3;851,5
1611;Bécasseau variable;2013;3;1123,5
1612;Bernache cravant;2013;3;360
1613;Canard chipeau;2013;3;9
1614;Canard colvert;2013;3;30,5
1615;Canard siffleur;2013;3;3
1616;Canard souchet;2013;3;2
1617;Courlis cendré;2013;3;637,5
1618;Grand Gravelot;2013;3;19
1619;Huîtrier pie;2013;3;1126
1620;Macreuse noire;2013;3;461
1621;Pluvier argenté;2013;3;309,5
1622;Sarcelle d'hiver;2013;3;6,5
1623;Tadorne de Belon;2013;3;133,5
1624;Tournepierre à collier;2013;3;169,5
1625;Barge rousse;2014;3;504
1626;Bécasseau maubèche;2014;3;1
1627;Bécasseau sanderling;2014;3;656
1628;Bécasseau variable;2014;3;352
1629;Bernache cravant;2014;3;39
1630;Canard colvert;2014;3;18
1631;Courlis cendré;2014;3;1175
1632;Grand Gravelot;2014;3;22
1633;Huîtrier pie;2014;3;958
1634;Macreuse noire;2014;3;160
1635;Pluvier argenté;2014;3;93
1636;Tadorne de Belon;2014;3;130
1637;Tournepierre à collier;2014;3;27
1638;Barge rousse;2015;3;252
1639;Bécasseau maubèche;2015;3;1477,5
1640;Bécasseau sanderling;2015;3;714,5
1641;Bécasseau variable;2015;3;1159
1642;Bernache cravant;2015;3;550
1643;Canard colvert;2015;3;42
1644;Canard pilet;2015;3;1
1645;Canard siffleur;2015;3;2
1646;Courlis cendré;2015;3;791
1647;Grand Gravelot;2015;3;25,5
1648;Huîtrier pie;2015;3;1511
1649;Macreuse noire;2015;3;368
1650;Pluvier argenté;2015;3;112,5
1651;Sarcelle d'hiver;2015;3;7
1652;Tadorne de Belon;2015;3;109,5
1653;Tournepierre à collier;2015;3;63
1654;Barge rousse;2016;3;39
1655;Bécasseau maubèche;2016;3;1011,5
1656;Bécasseau sanderling;2016;3;676
1657;Bécasseau variable;2016;3;1522,5
1658;Bernache cravant;2016;3;486
1659;Canard colvert;2016;3;52
1660;Canard pilet;2016;3;4
1661;Canard siffleur;2016;3;3
1662;Courlis cendré;2016;3;681
1663;Grand Gravelot;2016;3;18
1664;Huîtrier pie;2016;3;961,5
1665;Macreuse noire;2016;3;380
1666;Pluvier argenté;2016;3;156,5
1667;Sarcelle d'hiver;2016;3;5
1668;Tadorne de Belon;2016;3;129,5
1669;Tournepierre à collier;2016;3;147
1670;Barge rousse;2017;3;262
1671;Bécasseau maubèche;2017;3;750
1672;Bécasseau sanderling;2017;3;885,5
1673;Bécasseau variable;2017;3;1086,5
1674;Bernache cravant;2017;3;608
1675;Canard chipeau;2017;3;2
1676;Canard colvert;2017;3;50
1677;Canard pilet;2017;3;97,5
1678;Canard souchet;2017;3;4
1679;Courlis cendré;2017;3;542
1680;Grand Gravelot;2017;3;22,5
1681;Huîtrier pie;2017;3;1224
1682;Macreuse noire;2017;3;285
1683;Pluvier argenté;2017;3;330
1684;Sarcelle d'hiver;2017;3;5
1685;Tadorne de Belon;2017;3;222,5
1686;Tournepierre à collier;2017;3;124,5
1687;Barge rousse;2018;3;311,5
1688;Bécasseau maubèche;2018;3;1320
1689;Bécasseau sanderling;2018;3;538,5
1690;Bécasseau variable;2018;3;1641,5
1691;Bernache cravant;2018;3;375,5
1692;Canard colvert;2018;3;27,5
1693;Canard pilet;2018;3;61
1694;Canard siffleur;2018;3;14
1695;Courlis cendré;2018;3;480
1696;Grand Gravelot;2018;3;35
1697;Huîtrier pie;2018;3;900
1698;Macreuse noire;2018;3;329
1699;Pluvier argenté;2018;3;380,5
1700;Sarcelle d'hiver;2018;3;7
1701;Tadorne de Belon;2018;3;244,5
1702;Tournepierre à collier;2018;3;23,5
1703;Barge rousse;2019;3;27,5
1704;Bécasseau sanderling;2019;3;837
1705;Bécasseau variable;2019;3;521,5
1706;Bernache cravant;2019;3;152
1707;Canard colvert;2019;3;109
1708;Canard pilet;2019;3;46
1709;Courlis cendré;2019;3;796
1710;Grand Gravelot;2019;3;8
1711;Huîtrier pie;2019;3;615,5
1712;Macreuse noire;2019;3;240,5
1713;Pluvier argenté;2019;3;60
1714;Sarcelle d'hiver;2019;3;1
1715;Tadorne de Belon;2019;3;232
1716;Tournepierre à collier;2019;3;18
1717;Barge rousse;2020;3;79
1718;Bécasseau maubèche;2020;3;1885
1719;Bécasseau sanderling;2020;3;892,5
1720;Bécasseau variable;2020;3;1021,5
1721;Bernache cravant;2020;3;374,5
1722;Canard colvert;2020;3;52,5
1723;Canard siffleur;2020;3;1
1724;Courlis cendré;2020;3;736
1725;Grand Gravelot;2020;3;37,5
1726;Huîtrier pie;2020;3;701,5
1727;Macreuse noire;2020;3;416
1728;Pluvier argenté;2020;3;263
1729;Sarcelle d'hiver;2020;3;48
1730;Tadorne de Belon;2020;3;177,5
1731;Tournepierre à collier;2020;3;61,5
1732;Barge rousse;2021;3;94
1733;Bécasseau maubèche;2021;3;1371
1734;Bécasseau sanderling;2021;3;1227,5
1735;Bécasseau variable;2021;3;690
1736;Bernache cravant;2021;3;688,5
1737;Canard colvert;2021;3;36
1738;Canard pilet;2021;3;10
1739;Canard souchet;2021;3;2
1740;Courlis cendré;2021;3;831
1741;Grand Gravelot;2021;3;5
1742;Huîtrier pie;2021;3;813
1743;Macreuse noire;2021;3;219,5
1744;Pluvier argenté;2021;3;126
1745;Sarcelle d'hiver;2021;3;13
1746;Tadorne de Belon;2021;3;168
1747;Tournepierre à collier;2021;3;40
1748;Barge rousse;2022;3;74
1749;Bécasseau maubèche;2022;3;1400
1750;Bécasseau sanderling;2022;3;1560,5
1751;Bécasseau variable;2022;3;988,5
1752;Bernache cravant;2022;3;257
1753;Canard colvert;2022;3;50,5
1754;Courlis cendré;2022;3;658
1755;Grand Gravelot;2022;3;4
1756;Huîtrier pie;2022;3;838
1757;Macreuse noire;2022;3;58,5
1758;Pluvier argenté;2022;3;39,5
1759;Sarcelle d'hiver;2022;3;16
1760;Tadorne de Belon;2022;3;219,5
1761;Tournepierre à collier;2022;3;58,5
1762;Barge rousse;2023;3;202
1763;Bécasseau maubèche;2023;3;2300
1764;Bécasseau sanderling;2023;3;2019
1765;Bécasseau variable;2023;3;1332
1766;Bernache cravant;2023;3;305,5
1767;Canard colvert;2023;3;54,5
1768;Canard pilet;2023;3;9,5
1769;Canard souchet;2023;3;4
1770;Courlis cendré;2023;3;979
1771;Grand Gravelot;2023;3;1
1772;Huîtrier pie;2023;3;817
1773;Macreuse noire;2023;3;197
1774;Pluvier argenté;2023;3;401
1775;Sarcelle d'hiver;2023;3;31,5
1776;Tadorne de Belon;2023;3;301
1777;Tournepierre à collier;2023;3;19,5
1778;Barge rousse;2024;3;191
1779;Bécasseau maubèche;2024;3;1720
1780;Bécasseau sanderling;2024;3;1222
1781;Bécasseau variable;2024;3;745
1782;Bernache cravant;2024;3;272
1783;Canard colvert;2024;3;33
1784;Courlis cendré;2024;3;619
1785;Grand Gravelot;2024;3;4,5
1786;Huîtrier pie;2024;3;451
1787;Macreuse noire;2024;3;332,5
1788;Pluvier argenté;2024;3;189,5
1789;Sarcelle d'hiver;2024;3;12,5
1790;Tadorne de Belon;2024;3;159,5
1791;Tournepierre à collier;2024;3;50,5
1876;Barge rousse;2000;4;157,5
1877;Bécasseau maubèche;2000;4;160
1878;Bécasseau sanderling;2000;4;66
1879;Bécasseau variable;2000;4;401
1880;Bernache cravant;2000;4;3
1881;Canard colvert;2000;4;2
1882;Courlis cendré;2000;4;280
1883;Grand Gravelot;2000;4;35
1884;Huîtrier pie;2000;4;637
1885;Macreuse noire;2000;4;387,5
1886;Pluvier argenté;2000;4;103,5
1887;Tadorne de Belon;2000;4;138
1888;Tournepierre à collier;2000;4;80
1889;Barge rousse;2001;4;172
1890;Bécasseau maubèche;2001;4;36,33333333
1891;Bécasseau sanderling;2001;4;109
1892;Bécasseau variable;2001;4;1150
1893;Canard chipeau;2001;4;1
1894;Macreuse noire;2001;4;40
1895;Pluvier argenté;2001;4;39,5
1896;Barge rousse;2002;4;135
1897;Bécasseau maubèche;2002;4;65
1898;Bécasseau sanderling;2002;4;8
1899;Bécasseau variable;2002;4;176
1900;Bernache cravant;2002;4;5
1901;Canard colvert;2002;4;2
1902;Canard souchet;2002;4;2
1903;Courlis cendré;2002;4;135
1904;Grand Gravelot;2002;4;75
1905;Huîtrier pie;2002;4;1208
1906;Macreuse noire;2002;4;576
1907;Pluvier argenté;2002;4;68,5
1908;Tadorne de Belon;2002;4;172
1909;Tournepierre à collier;2002;4;18
1910;Barge rousse;2003;4;253,3333333
1911;Bécasseau maubèche;2003;4;150
1912;Bécasseau sanderling;2003;4;222
1913;Bécasseau variable;2003;4;562,6666667
1914;Bernache cravant;2003;4;2
1915;Canard colvert;2003;4;35
1916;Canard souchet;2003;4;6
1917;Courlis cendré;2003;4;205
1918;Grand Gravelot;2003;4;43
1919;Huîtrier pie;2003;4;630
1920;Macreuse noire;2003;4;500
1921;Pluvier argenté;2003;4;47,5
1922;Sarcelle d'hiver;2003;4;30
1923;Tadorne de Belon;2003;4;147
1924;Barge rousse;2004;4;156
1925;Bécasseau variable;2004;4;200
1926;Bernache cravant;2004;4;1
1927;Canard colvert;2004;4;11
1928;Courlis cendré;2004;4;92
1929;Grand Gravelot;2004;4;15
1930;Huîtrier pie;2004;4;98
1931;Macreuse noire;2004;4;132,5
1932;Pluvier argenté;2004;4;23
1933;Tadorne de Belon;2004;4;118
1934;Barge rousse;2005;4;64
1935;Bécasseau maubèche;2005;4;2,5
1936;Bécasseau sanderling;2005;4;352,5
1937;Bécasseau variable;2005;4;367,5
1938;Bernache cravant;2005;4;2,5
1939;Canard chipeau;2005;4;1
1940;Canard colvert;2005;4;24
1941;Courlis cendré;2005;4;154,5
1942;Grand Gravelot;2005;4;60
1943;Huîtrier pie;2005;4;611,5
1944;Macreuse noire;2005;4;240
1945;Pluvier argenté;2005;4;110
1946;Tadorne de Belon;2005;4;143,5
1947;Tournepierre à collier;2005;4;67
1948;Barge rousse;2006;4;126,5
1949;Bécasseau maubèche;2006;4;60
1950;Bécasseau sanderling;2006;4;470
1951;Bécasseau variable;2006;4;75
1952;Bernache cravant;2006;4;4,5
1953;Canard chipeau;2006;4;2
1954;Canard colvert;2006;4;10,5
1955;Canard pilet;2006;4;3
1956;Courlis cendré;2006;4;386
1957;Grand Gravelot;2006;4;68,5
1958;Huîtrier pie;2006;4;653,5
1959;Macreuse noire;2006;4;335
1960;Pluvier argenté;2006;4;91
1961;Tadorne de Belon;2006;4;101
1962;Tournepierre à collier;2006;4;17,5
1963;Barge rousse;2007;4;51
1964;Bécasseau maubèche;2007;4;40
1965;Bécasseau sanderling;2007;4;450
1966;Bécasseau variable;2007;4;176
1967;Bernache cravant;2007;4;4
1968;Canard chipeau;2007;4;1
1969;Canard colvert;2007;4;28
1970;Courlis cendré;2007;4;130
1971;Grand Gravelot;2007;4;41
1972;Huîtrier pie;2007;4;463
1973;Macreuse noire;2007;4;255
1974;Pluvier argenté;2007;4;23
1975;Tadorne de Belon;2007;4;120
1976;Tournepierre à collier;2007;4;20
1977;Barge rousse;2008;4;120
1978;Bécasseau maubèche;2008;4;134,3333333
1979;Bécasseau sanderling;2008;4;196,6666667
1980;Bécasseau variable;2008;4;459,5
1981;Bernache cravant;2008;4;9,8
1982;Canard colvert;2008;4;8
1983;Courlis cendré;2008;4;61,5
1984;Grand Gravelot;2008;4;33,5
1985;Huîtrier pie;2008;4;589,5
1986;Macreuse noire;2008;4;384,25
1987;Pluvier argenté;2008;4;62
1988;Sarcelle d'hiver;2008;4;4
1989;Tadorne de Belon;2008;4;106
1990;Tournepierre à collier;2008;4;12,5
1991;Barge rousse;2009;4;10
1992;Bécasseau maubèche;2009;4;4
1993;Bécasseau sanderling;2009;4;493
1994;Bécasseau variable;2009;4;2
1995;Bernache cravant;2009;4;9
1996;Canard colvert;2009;4;19
1997;Courlis cendré;2009;4;475
1998;Grand Gravelot;2009;4;2
1999;Huîtrier pie;2009;4;1066
2000;Macreuse noire;2009;4;17
2001;Pluvier argenté;2009;4;16
2002;Tadorne de Belon;2009;4;142
2003;Tournepierre à collier;2009;4;80
2004;Barge rousse;2010;4;165
2005;Bécasseau maubèche;2010;4;37
2006;Bécasseau sanderling;2010;4;215
2007;Bécasseau variable;2010;4;144
2008;Bernache cravant;2010;4;6
2009;Canard colvert;2010;4;34
2010;Courlis cendré;2010;4;588
2011;Huîtrier pie;2010;4;688
2012;Pluvier argenté;2010;4;40
2013;Tadorne de Belon;2010;4;89
2014;Barge rousse;2011;4;279
2015;Bécasseau sanderling;2011;4;50
2016;Bécasseau variable;2011;4;132
2017;Canard colvert;2011;4;15
2018;Courlis cendré;2011;4;231
2019;Grand Gravelot;2011;4;38
2020;Huîtrier pie;2011;4;506
2021;Tadorne de Belon;2011;4;139
2022;Barge rousse;2012;4;306,6666667
2023;Bécasseau maubèche;2012;4;77,5
2024;Bécasseau sanderling;2012;4;724,5
2025;Bécasseau variable;2012;4;122
2026;Bernache cravant;2012;4;19,5
2027;Canard colvert;2012;4;12
2028;Courlis cendré;2012;4;258,5
2029;Grand Gravelot;2012;4;29,5
2030;Huîtrier pie;2012;4;567,5
2031;Macreuse noire;2012;4;13
2032;Pluvier argenté;2012;4;56,66666667
2033;Sarcelle d'hiver;2012;4;15,5
2034;Tadorne de Belon;2012;4;112,3333333
2035;Tournepierre à collier;2012;4;64
2036;Barge rousse;2013;4;225
2037;Bécasseau maubèche;2013;4;291
2038;Bécasseau sanderling;2013;4;1047
2039;Bécasseau variable;2013;4;486
2040;Bernache cravant;2013;4;71
2041;Canard colvert;2013;4;20
2042;Courlis cendré;2013;4;559
2043;Grand Gravelot;2013;4;94
2044;Huîtrier pie;2013;4;693
2045;Macreuse noire;2013;4;420
2046;Pluvier argenté;2013;4;129
2047;Tadorne de Belon;2013;4;129
2048;Tournepierre à collier;2013;4;175
2049;Barge rousse;2014;4;152,5
2050;Bécasseau sanderling;2014;4;98,5
2051;Bécasseau variable;2014;4;168,5
2052;Bernache cravant;2014;4;5
2053;Canard chipeau;2014;4;1
2054;Canard colvert;2014;4;16
2055;Courlis cendré;2014;4;446
2056;Grand Gravelot;2014;4;5
2057;Huîtrier pie;2014;4;413
2058;Macreuse noire;2014;4;1132
2059;Pluvier argenté;2014;4;28
2060;Tadorne de Belon;2014;4;107,5
2061;Tournepierre à collier;2014;4;52
2062;Barge rousse;2015;4;92,5
2063;Bécasseau sanderling;2015;4;674,5
2064;Bécasseau variable;2015;4;52
2065;Bernache cravant;2015;4;16,5
2066;Canard colvert;2015;4;34,5
2067;Canard souchet;2015;4;1
2068;Courlis cendré;2015;4;146
2069;Grand Gravelot;2015;4;12
2070;Huîtrier pie;2015;4;534
2071;Macreuse noire;2015;4;230
2072;Pluvier argenté;2015;4;8
2073;Sarcelle d'hiver;2015;4;3
2074;Tadorne de Belon;2015;4;133
2075;Tournepierre à collier;2015;4;15
2076;Barge rousse;2016;4;18
2077;Bécasseau sanderling;2016;4;598,5
2078;Bécasseau variable;2016;4;99,5
2079;Bernache cravant;2016;4;6
2080;Canard colvert;2016;4;20
2081;Courlis cendré;2016;4;150,5
2082;Grand Gravelot;2016;4;18
2083;Huîtrier pie;2016;4;540,5
2084;Macreuse noire;2016;4;139,5
2085;Tadorne de Belon;2016;4;95
2086;Tournepierre à collier;2016;4;8
2087;Barge rousse;2017;4;109,5
2088;Bécasseau maubèche;2017;4;4
2089;Bécasseau sanderling;2017;4;464
2090;Bécasseau variable;2017;4;19
2091;Bernache cravant;2017;4;8,5
2092;Canard colvert;2017;4;32,5
2093;Canard pilet;2017;4;4
2094;Courlis cendré;2017;4;252
2095;Grand Gravelot;2017;4;19
2096;Huîtrier pie;2017;4;767,5
2097;Macreuse noire;2017;4;107,5
2098;Pluvier argenté;2017;4;72
